Employment,ConvertedCompYearly,Country,DevType
"Independent contractor, freelancer, or self-employed",172957,Netherlands,Developer_ desktop or enterprise applications
Employed full-time,35676,Netherlands,Developer_ desktop or enterprise applications
Employed full-time,6324,Brazil,Back-End Developer
Employed full-time,21641,India,Fullstack Developer
"Independent contractor, freelancer, or self-employed",72000,Russian Federation,Front-End Developer
"Independent contractor, freelancer, or self-employed",27900,India,Mobile Developer
Employed full-time,175000,United States of America,Engineering manager
Employed full-time,291865,Netherlands,Front-End Developer
Employed full-time,8042,India,Fullstack Developer
Employed full-time,175112,Israel,Mobile Developer
Employed full-time,41568,Czech Republic,Fullstack Developer
Employed full-time,190000,United States of America,Front-End Developer
Employed full-time,33552,Colombia,Front-End Developer
Employed full-time,550000,United States of America,Engineer_ data
Employed full-time,81074,France,Back-End Developer
Employed full-time,38916,Netherlands,Front-End Developer
Employed full-time,220000,United States of America,Fullstack Developer
Employed full-time,45401,France,Mobile Developer
Employed full-time,12564,India,Back-End Developer
Employed full-time,45300,Russian Federation,Front-End Developer
Employed full-time,8472,Bangladesh,Mobile Developer
Employed full-time,153000,United States of America,Mobile Developer
"Independent contractor, freelancer, or self-employed",129718,Netherlands,Developer_ desktop or enterprise applications
Employed full-time,51704,United Kingdom of Great Britain and Northern Ireland,Front-End Developer
Employed full-time,75000,United States of America,Fullstack Developer
Employed full-time,11169,India,Engineer_ data
Employed full-time,9720,Poland,Data Scientist
Employed full-time,30716,India,Back-End Developer
Employed full-time,81074,Germany,Front-End Developer
Employed full-time,54000,Uruguay,Fullstack Developer
Employed full-time,71340,Finland,Fullstack Developer
Employed full-time,215000,United States of America,Back-End Developer
Employed full-time,13962,India,Front-End Developer
"Independent contractor, freelancer, or self-employed",62352,Czech Republic,Developer_ embedded applications or devices
Employed full-time,97288,Belgium,Developer_ desktop or enterprise applications
Employed full-time,48644,France,Developer_ desktop or enterprise applications
Employed full-time,51888,Netherlands,Fullstack Developer
Employed full-time,64224,India,Mobile Developer
Employed full-time,56211,Germany,Front-End Developer
Employed full-time,75631,Canada,Fullstack Developer
Employed full-time,36024,South Africa,Back-End Developer
Employed full-time,55130,Italy,Fullstack Developer
Employed full-time,37834,France,Developer_ embedded applications or devices
Employed full-time,68068,Canada,Front-End Developer
Employed full-time,200000,United States of America,Fullstack Developer
Employed part-time,65922,United Kingdom of Great Britain and Northern Ireland,Fullstack Developer
Employed full-time,36972,Netherlands,Fullstack Developer
"Independent contractor, freelancer, or self-employed",11580,The former Yugoslav Republic of Macedonia,Fullstack Developer
Employed full-time,203000,United States of America,Back-End Developer
Employed full-time,8508,Botswana,Mobile Developer
Employed part-time,3828,Algeria,Fullstack Developer
"Independent contractor, freelancer, or self-employed",32424,Romania,Fullstack Developer
Employed full-time,61608,Norway,Back-End Developer
Employed full-time,41000,Russian Federation,Engineer_ data
Employed full-time,698004,United Kingdom of Great Britain and Northern Ireland,Developer_ desktop or enterprise applications
Employed full-time,100000,United States of America,Front-End Developer
Employed full-time,80325,United States of America,Fullstack Developer
"Independent contractor, freelancer, or self-employed",150000,United States of America,Front-End Developer
Employed full-time,71446,China,Fullstack Developer
Employed full-time,58373,Spain,DevOps specialist
Employed full-time,47184,Mexico,Mobile Developer
Employed full-time,18984,Germany,Back-End Developer
Employed full-time,64859,Germany,Mobile Developer
Employed full-time,28536,Cyprus,Front-End Developer
Employed full-time,82750,United States of America,DevOps specialist
Employed full-time,23352,Netherlands,Developer_ desktop or enterprise applications
Employed full-time,71093,United Kingdom of Great Britain and Northern Ireland,Back-End Developer
Employed full-time,180000,United States of America,Front-End Developer
Employed full-time,88208,Germany,Fullstack Developer
Employed full-time,59544,Netherlands,Back-End Developer
Employed full-time,33600,United Kingdom of Great Britain and Northern Ireland,Front-End Developer
Employed full-time,39456,France,DevOps specialist
Employed full-time,16860,Hungary,Back-End Developer
Employed full-time,175116,Israel,Developer_ embedded applications or devices
Employed full-time,33408,Poland,Mobile Developer
Employed full-time,110000,United States of America,Engineer_ data
Employed full-time,300000,United States of America,Engineer_ data
"Independent contractor, freelancer, or self-employed",24000,"Venezuela, Bolivarian Republic of...",Fullstack Developer
Employed full-time,5585,India,Front-End Developer
"Independent contractor, freelancer, or self-employed",75000,Croatia,Front-End Developer
Employed full-time,9792,Ukraine,Mobile Developer
Employed full-time,200000,United States of America,Fullstack Developer
Employed full-time,144000,United States of America,Front-End Developer
Employed full-time,24000,France,Front-End Developer
Employed full-time,91883,Germany,Fullstack Developer
Employed full-time,7679,India,Fullstack Developer
Employed full-time,83000,United States of America,Fullstack Developer
Employed full-time,75636,United States of America,Front-End Developer
Employed full-time,16980,Russian Federation,Fullstack Developer
Employed full-time,100000,United States of America,Front-End Developer
Employed full-time,37752,Russian Federation,Fullstack Developer
Employed full-time,103408,United Kingdom of Great Britain and Northern Ireland,Front-End Developer
Employed full-time,82848,Denmark,Developer_ desktop or enterprise applications
Employed full-time,13962,India,Fullstack Developer
Employed full-time,29088,Mexico,Data Scientist
Employed full-time,55200,Poland,Engineer_ data
Employed full-time,21204,Georgia,Developer_ desktop or enterprise applications
Employed full-time,22308,Egypt,Front-End Developer
Employed full-time,83236,France,Developer_ desktop or enterprise applications
Employed full-time,55944,Singapore,Front-End Developer
Employed part-time,38778,United Kingdom of Great Britain and Northern Ireland,Developer_ embedded applications or devices
Employed full-time,87896,United Kingdom of Great Britain and Northern Ireland,Developer_ desktop or enterprise applications
Employed full-time,80000,United States of America,Developer_ QA or test
Employed full-time,38916,Italy,Mobile Developer
Employed full-time,175119,Germany,Back-End Developer
Employed full-time,193889,United Kingdom of Great Britain and Northern Ireland,Data Scientist
Employed full-time,27240,Finland,Front-End Developer
Employed full-time,33852,Jordan,Front-End Developer
Employed full-time,36000,Ukraine,Engineering manager
Employed full-time,166000,United States of America,Engineer_ data
Employed full-time,64859,France,Front-End Developer
Employed full-time,220000,United States of America,Back-End Developer
Employed full-time,200000,United States of America,Front-End Developer
Employed full-time,89189,United Kingdom of Great Britain and Northern Ireland,Front-End Developer
"Independent contractor, freelancer, or self-employed",78372,Croatia,Back-End Developer
Employed full-time,51887,Germany,Mobile Developer
Employed part-time,60535,Netherlands,Data Scientist
Employed full-time,39144,Ukraine,Developer_ desktop or enterprise applications
Employed full-time,52942,Canada,Fullstack Developer
Employed full-time,90000,United States of America,Front-End Developer
Employed full-time,82726,United Kingdom of Great Britain and Northern Ireland,Front-End Developer
Employed full-time,80008,Switzerland,Front-End Developer
Employed full-time,65000,United States of America,Fullstack Developer
Employed full-time,22584,Chile,Fullstack Developer
Employed full-time,8436,Greece,Back-End Developer
Employed part-time,5832,Germany,Back-End Developer
"Independent contractor, freelancer, or self-employed",33508,India,Front-End Developer
Employed full-time,1068000,United States of America,Engineer_ data
Employed full-time,51888,Italy,Academic researcher
Employed full-time,160000,United States of America,Fullstack Developer
Employed full-time,75669,France,Front-End Developer
Employed full-time,48644,France,Data Scientist
Employed full-time,81074,Germany,Engineer_ data
Employed full-time,56211,Portugal,Developer_ game or graphics
Employed full-time,9960,Bangladesh,Academic researcher
Employed full-time,200000,United States of America,Engineering manager
Employed full-time,12972,Greece,Front-End Developer
Employed full-time,1944,Pakistan,Front-End Developer
Employed full-time,66556,Canada,Fullstack Developer
Employed full-time,41796,Croatia,Front-End Developer
Employed full-time,120000,United States of America,Front-End Developer
Employed full-time,33732,Slovenia,Mobile Developer
Employed full-time,9072,Brazil,Mobile Developer
Employed full-time,6732,Dominican Republic,Mobile Developer
Employed full-time,36000,Ecuador,Front-End Developer
Employed part-time,1104,Brazil,Developer_ desktop or enterprise applications
Employed full-time,20940,India,Mobile Developer
Employed full-time,86478,Germany,Developer_ desktop or enterprise applications
Employed full-time,160000,United States of America,Academic researcher
Employed full-time,45528,Israel,Developer_ desktop or enterprise applications
Employed full-time,63120,Turkey,Fullstack Developer
Employed full-time,58373,Germany,Mobile Developer
